id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,target
1,0.813120040368537,-0.31792151371357463,0.02788624459950416,2.966993368804643,1.792626109870074,1.639460874054353,1.0384173989071892,-1.265552549536681,2.7378953539558304,3.7233514438086712,6.547273532389499,2.0747842567067134,-0.5494586586413908,0.5887243649331046,0.6706096914641777,0.10252500936806223,1.9634629612177434,-0.34956530787806134,-0.29476434036885846,-0.20611156204469783,-18.7597267301104
2,1.187370094971379,0.5747518290000796,0.48009362645683373,1.0031273291364808,1.7434551644298146,1.6539225408292588,0.28938946392710707,1.7581536628625691,1.4470721333752552,0.014709396597920046,0.2498600345509766,0.9048985237093413,0.9366274177121579,0.6922301077242773,0.6314631550946447,1.0222656593645212,2.21143221677692,-0.3185603208424906,0.6963657967570119,0.6939989719779874,8.08222327064137
3,0.7132071498599337,-0.06199640400256144,0.42374632189571115,0.11190137840849086,1.7633654877853242,1.6515790228788747,1.0268913243561846,1.2837807991544832,1.1167969540715201,0.2915731602618071,3.380156619190229,1.5814934658863742,1.151486868348186,0.2130171253102493,0.7668776337838736,1.0030031144634919,1.8246278535767633,1.248737584839346,,0.6007921965957363,2.96131497604383
4,0.779315590431699,0.6874880582210964,0.38862730435570825,1.343889096962916,1.7434995388877035,1.6416858302760655,-0.6705889835017441,0.1359699590465656,1.5531939298045314,2.0462639776823317,4.180440297063549,1.9957390692203378,0.6509134318802872,0.9255461061280074,0.6570441390101659,0.5585768387902862,1.9152047877764606,2.7638158286288705,1.6654331516607628,0.39784133225116,-0.710178023912626
5,0.6741185136150353,-0.2868417405267368,0.3865242795362521,2.4168301781716393,1.7874920460287107,1.63646425340611,1.7822208952421583,0.7229587506192808,2.030776366587204,0.5501024992612165,-0.9188070207662432,0.48568938407641465,-1.0003751927810312,0.9705716629848812,0.9005482605644348,0.6384010310418854,1.8939948517851435,-2.1860957450373744,1.8388462399778547,1.0705711198630166,5.3280687185816
6,0.7897872319591158,-0.5190469064488932,0.4726123234735416,-0.5402764756070404,1.775398833402116,1.7113485533190482,1.7008233070249115,2.139311737962002,1.2410560911872646,2.6911965786187513,0.8151120199419206,1.5689432721198866,-0.4618974548677899,0.8475196181657791,0.9313605896307983,1.128297883891714,1.320810898399561,1.523698141716291,-0.0703908294260445,0.1841630790056511,-0.174897641473261
7,0.8493950532657791,0.4553092364062897,0.4452182849048666,-1.8636226550138562,1.7453447547378316,1.7021563264226813,-0.44668522040929115,1.7520494781879732,0.280824384119415,2.539130539053764,4.353903069956222,-0.11651158908023193,1.6376380826260952,0.6292419986624777,0.6442145283536393,0.47461211483115345,4.2181496423006175,-0.23243089304020398,1.7716676867564314,0.31467651960192844,-8.26438721599388
8,0.9578164945084382,0.09026973777771266,0.2838983618363828,-0.6070312617939916,1.7374925438444642,1.6863719594202236,0.9321229685677545,0.49020154203944555,0.8825678426619635,1.7954197604553959,-1.7193561984214976,-0.7666832343676594,-1.9482730774745207,0.5980588669574296,0.8808747795220935,1.1087223402237496,0.8343957302202624,-0.3293958952665935,0.41126879617227025,0.8449304185818984,-3.916233993381
9,0.79128614365839,-0.01916664985994431,0.6594971025907871,1.4283323050146002,1.7552332172030451,1.657804742027124,1.116083645250219,3.332751780185964,1.816154943098681,3.0025769301291296,3.66914631652003,1.305779852839284,3.513017792733984,0.40837503984383206,0.8886146753689417,0.6785008033846678,2.187091547682404,-0.40906841703773933,1.9037771379069686,-0.3506410420577673,-0.50583408438616
10,1.090262035347996,-0.33963353792481266,0.20283029527654745,-0.6767245334456489,1.6936729353658866,1.7996620536385453,2.023427662597688,-0.6848692265545436,0.8380636745333476,1.400237877119349,-0.07127845028284528,1.4135805158802501,-1.131076682263574,0.2249365140170504,0.7036625033728993,0.46742900669368703,2.052332061187134,1.118757677461326,1.4278659538603715,0.12899930776005397,-12.5027305423378
11,0.7135467514014859,-0.43110815682415077,0.09783832727991276,2.484543295111584,1.7192109395623938,1.6299059305823795,2.0157707123098927,-0.8642546346814093,2.053549230360378,2.250547715492648,2.5554654657712264,-0.13361077896060683,0.21664106906742353,0.5751604451543658,0.947878968575591,0.3452849831939347,3.425177350816524,0.6577363372354422,1.9575343449725033,0.6682325514142835,-10.4055843516604
12,1.098456120317381,0.4208491036624763,0.22471439439227042,1.1891605696893317,1.7404392597385727,1.6437209379935034,0.2635875828974179,-0.025984707213053116,1.9192238774210217,1.9937836680612748,-2.316212843491907,2.2958282283729567,0.9808280451419944,0.2364185708165188,0.6827747092067404,0.5646694891938329,2.4813972298693523,1.3179683152167745,0.7031881373964357,0.3293026571416586,-3.15996486986052
13,0.5750937400147792,0.7046108764045439,0.41792680507981517,-1.221171603680297,1.8168622036652011,1.6830459559938946,-0.9527912500992071,1.2400856276826124,0.6950138018241785,0.9563379767463203,0.13666527950999546,0.2662656404213996,0.5589569781113488,0.5265568839730116,0.6019579985956336,0.8183286510776461,1.0049395537290164,-0.7859519198495674,1.3884432329947267,0.3107760787032891,-6.84931743170233
14,1.1049410907163548,0.3149122101731869,0.32740058151931517,1.8302421403680234,1.7656494451840017,1.622878934549518,0.3838616344575016,0.5668018979692975,2.055525983501493,3.028524367649613,-4.510576297962673,1.3734526321169085,0.7193651079926049,0.36217257116641055,0.6588980190327506,1.0844201383079015,3.9757460736338666,1.5525653984081575,1.3671986098590763,1.3530558424440102,-5.2220501148812
